id	direction	compartment	gpr	name	pathway	equation	definition	flux	min_flux	lowerbound	max_flux	upperbound
rxn02789_c0	=	Cytosol	((Hot5F3Rast.CDS.2841 or Hot5F3Rast.CDS.2841_mRNA) or (Hot5F3Rast.CDS.2840_mRNA or Hot5F3Rast.CDS.2840))	2-Isopropylmalate hydro-lyase [c0]		(1) cpd01646[c0] <=> (1) cpd00001[c0] + (1) cpd01710[c0]	(1) 2-Isopropylmalate [c0][c0] <=> (1) H2O [c0][c0] + (1) 2-Isopropylmaleate [c0][c0]	0.134439	0.0134439	-1000	0.134439	1000
rxn00988_c0	>	Cytosol	(Hot5F3Rast.CDS.1357 or Hot5F3Rast.CDS.2913 or Hot5F3Rast.CDS.2913_mRNA or Hot5F3Rast.CDS.1267_mRNA or Hot5F3Rast.CDS.2048_mRNA or Hot5F3Rast.CDS.1914 or Hot5F3Rast.CDS.1253_mRNA or Hot5F3Rast.CDS.3328 or Hot5F3Rast.CDS.3328_mRNA or Hot5F3Rast.CDS.2110 or Hot5F3Rast.CDS.1914_mRNA or Hot5F3Rast.CDS.5457_mRNA or Hot5F3Rast.CDS.1357_mRNA or Hot5F3Rast.CDS.5457 or Hot5F3Rast.CDS.1253 or Hot5F3Rast.CDS.5390_mRNA or Hot5F3Rast.CDS.3563 or Hot5F3Rast.CDS.1301_mRNA or Hot5F3Rast.CDS.3563_mRNA or Hot5F3Rast.CDS.1267 or Hot5F3Rast.CDS.2048 or Hot5F3Rast.CDS.2110_mRNA or Hot5F3Rast.CDS.1301 or Hot5F3Rast.CDS.5390)	Acetoacetate:CoA ligase (AMP-forming) [c0]		(1) cpd00002[c0] + (1) cpd00010[c0] + (1) cpd00142[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00067[c0] + (1) cpd00279[c0]	(1) ATP [c0][c0] + (1) CoA [c0][c0] + (1) Acetoacetate [c0][c0] => (1) PPi [c0][c0] + (1) AMP [c0][c0] + (1) H+ [c0][c0] + (1) Acetoacetyl-CoA [c0][c0]	0	0	0	49.2346	1000
rxn00410_c0	>	Cytosol	(Hot5F3Rast.CDS.4554_mRNA or Hot5F3Rast.CDS.4554)	UTP:ammonia ligase (ADP-forming) [c0]		(1) cpd00002[c0] + (1) cpd00013[c0] + (1) cpd00062[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00052[c0] + (2) cpd00067[c0]	(1) ATP [c0][c0] + (1) NH3 [c0][c0] + (1) UTP [c0][c0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) CTP [c0][c0] + (2) H+ [c0][c0]	0.0342524	0	0	49.2281	1000
rxn02102_c0	=	Cytosol	(Hot5F3Rast.CDS.3613_mRNA or Hot5F3Rast.CDS.3613)	(S)-Ureidoglycolate:NAD+ oxidoreductase [c0]		(1) cpd00003[c0] + (1) cpd00465[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd00596[c0]	(1) NAD [c0][c0] + (1) Ureidoglycolate [c0][c0] <=> (1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) Oxalurate [c0][c0]	0	-1000	-1000	1000	1000
rxn01333_c0	=	Cytosol	(Hot5F3Rast.CDS.815 or Hot5F3Rast.CDS.5271 or Hot5F3Rast.CDS.5036 or Hot5F3Rast.CDS.815_mRNA or Hot5F3Rast.CDS.5144 or Hot5F3Rast.CDS.5271_mRNA or Hot5F3Rast.CDS.5036_mRNA or Hot5F3Rast.CDS.5144_mRNA)	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase [c0]		(1) cpd00102[c0] + (1) cpd00238[c0] <=> (1) cpd00072[c0] + (1) cpd00236[c0]	(1) Glyceraldehyde3-phosphate [c0][c0] + (1) Sedoheptulose7-phosphate [c0][c0] <=> (1) D-fructose-6-phosphate [c0][c0] + (1) D-Erythrose4-phosphate [c0][c0]	-0.0379576	-16.412	-1000	1.08404	1000
rxn06586_c0	=	Cytosol	(Hot5F3Rast.CDS.854_mRNA or Hot5F3Rast.CDS.854)	3-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(3-methylbutanoyl)transferase [c0]		(1) cpd00449[c0] + (1) cpd01882[c0] <=> (1) cpd00010[c0] + (1) cpd14699[c0]	(1) Dihydrolipoamide [c0][c0] + (1) Isovaleryl-CoA [c0][c0] <=> (1) CoA [c0][c0] + (1) S-(3-Methylbutanoyl)-dihydrolipoamide-E [c0][c0]	0	0	-1000	0	1000
rxn01725_c0	=	Cytosol	Hot5F3Rast.CDS.4202	Carnitine:NAD+ 3-oxidoreductase [c0]		(1) cpd00003[c0] + (1) cpd00266[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd01715[c0]	(1) NAD [c0][c0] + (1) Carnitine [c0][c0] <=> (1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) 3-Dehydrocarnitine [c0][c0]	0	0	-1000	0	1000
rxn12510_c0	>	Cytosol	(Hot5F3Rast.CDS.4689 or Hot5F3Rast.CDS.4689_mRNA)	ATP:pantothenate 4'-phosphotransferase [c0]		(1) cpd00002[c0] + (1) cpd00644[c0] => (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02201[c0]	(1) ATP [c0][c0] + (1) PAN [c0][c0] => (1) ADP [c0][c0] + (1) H+ [c0][c0] + (1) 4-phosphopantothenate [c0][c0]	0.00118741	0.000118741	0	0.00118741	1000
rxn00151_c0	>	Cytosol	(Hot5F3Rast.CDS.4530_mRNA or Hot5F3Rast.CDS.4530)	ATP:pyruvate,phosphate phosphotransferase [c0]		(1) cpd00002[c0] + (1) cpd00009[c0] + (1) cpd00020[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (1) cpd00061[c0] + (2) cpd00067[c0]	(1) ATP [c0][c0] + (1) Phosphate [c0][c0] + (1) Pyruvate [c0][c0] => (1) PPi [c0][c0] + (1) AMP [c0][c0] + (1) Phosphoenolpyruvate [c0][c0] + (2) H+ [c0][c0]	0	0	0	1000	1000
rxn03933_c0	=	Cytosol	(Hot5F3Rast.CDS.3448_mRNA or Hot5F3Rast.CDS.3448)	UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase [c0]		(1) cpd00037[c0] + (1) cpd02948[c0] <=> (1) cpd00014[c0] + (1) cpd03491[c0]	(1) UDP-N-acetylglucosamine [c0][c0] + (1) MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol [c0][c0] <=> (1) UDP [c0][c0] + (1) Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine [c0][c0]	0	0	-1000	0	1000
rxn05342_c0	=	Cytosol	((Hot5F3Rast.CDS.981_mRNA or Hot5F3Rast.CDS.981) or (Hot5F3Rast.CDS.506 or Hot5F3Rast.CDS.4486))	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase [c0]		(1) cpd00006[c0] + (1) cpd11484[c0] <=> (1) cpd00005[c0] + (1) cpd11491[c0]	(1) NADP [c0][c0] + (1) HMA [c0][c0] <=> (1) NADPH [c0][c0] + (1) 3-oxotetradecanoyl-acp [c0][c0]	-0.12124	-3.55923	-1000	-0.012124	1000
rxn00407_c0	>	Cytosol	(Hot5F3Rast.CDS.4232_mRNA or Hot5F3Rast.CDS.4232)	CTP aminohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00052[c0] + (1) cpd00067[c0] => (1) cpd00013[c0] + (1) cpd00062[c0]	(1) H2O [c0][c0] + (1) CTP [c0][c0] + (1) H+ [c0][c0] => (1) NH3 [c0][c0] + (1) UTP [c0][c0]	0	0	0	49.2246	1000
rxn00333_c0	>	Cytosol	Hot5F3Rast.CDS.2313	Glycolate:oxygen 2-oxidoreductase [c0]		(1) cpd00007[c0] + (1) cpd00139[c0] => (1) cpd00025[c0] + (1) cpd00040[c0]	(1) O2 [c0][c0] + (1) Glycolate [c0][c0] => (1) H2O2 [c0][c0] + (1) Glyoxalate [c0][c0]	0	0	0	9.90076	1000
rxn05146_c0	>	Cytosol	(((Hot5F3Rast.CDS.1717 or Hot5F3Rast.CDS.1717_mRNA) and (Hot5F3Rast.CDS.1716 or Hot5F3Rast.CDS.1716_mRNA) and (Hot5F3Rast.CDS.1715 or Hot5F3Rast.CDS.1715_mRNA) and (Hot5F3Rast.CDS.1714 or Hot5F3Rast.CDS.1714_mRNA)) or ((Hot5F3Rast.CDS.3548_mRNA or Hot5F3Rast.CDS.3548) and (Hot5F3Rast.CDS.3547_mRNA or Hot5F3Rast.CDS.3547)))	ATP phosphohydrolase (polar-amino-acid-importing) [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00023[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00023[c0] + (1) cpd00067[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) L-Glutamate [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) L-Glutamate [c0][c0] + (1) H+ [c0][c0]	0	0	0	0	1000
rxn00307_c0	>	Cytosol	Hot5F3Rast.CDS.2908	GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming) [c0]		(1) cpd00038[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00697[c0]	(1) GTP [c0][c0] => (1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) cGMP [c0][c0]	0	0	0	0	1000
rxn00414_c0	>	Cytosol	((Hot5F3Rast.CDS.2695_mRNA or Hot5F3Rast.CDS.2695) and (Hot5F3Rast.CDS.4514 or Hot5F3Rast.CDS.4514_mRNA))	hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating) [c0]		(1) cpd00001[c0] + (2) cpd00002[c0] + (1) cpd00053[c0] + (1) cpd00242[c0] => (2) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00023[c0] + (2) cpd00067[c0] + (1) cpd00146[c0]	(1) H2O [c0][c0] + (2) ATP [c0][c0] + (1) L-Glutamine [c0][c0] + (1) H2CO3 [c0][c0] => (2) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) L-Glutamate [c0][c0] + (2) H+ [c0][c0] + (1) Carbamoylphosphate [c0][c0]	0	0	0	16.4235	1000
rxn08123_c0	=	Cytosol	(Hot5F3Rast.CDS.599 or Hot5F3Rast.CDS.599_mRNA or Hot5F3Rast.CDS.3955 or Hot5F3Rast.CDS.3955_mRNA)	anhydrous-N-Acetylmuramyl-tripeptide amidase [c0]		(1) cpd00001[c0] + (1) cpd15400[c0] <=> (1) cpd15386[c0] + (1) cpd15399[c0]	(1) H2O [c0][c0] + (1) 1,6-anhydrous-N-Acetylmuramyl-tripeptide [c0][c0] <=> (1) L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate [c0][c0] + (1) 1,6-anhydrous-N-Acetylmuramate [c0][c0]	0	0	-1000	0	1000
rxn09110_c0	=	Cytosol	(Hot5F3Rast.CDS.2723_mRNA or Hot5F3Rast.CDS.2723)	Phosphatidylglycerol synthase (n-C14:1) [c0]		(1) cpd00080[c0] + (1) cpd15422[c0] <=> (1) cpd00046[c0] + (1) cpd15544[c0]	(1) Glycerol-3-phosphate [c0][c0] + (1) CDP-1,2-ditetradec-7-enoylglycerol [c0][c0] <=> (1) CMP [c0][c0] + (1) Phosphatidylglycerophosphate ditetradec-7-enoyl [c0][c0]	0	0	-1000	0	1000
rxn00529_c0	>	Cytosol	(Hot5F3Rast.CDS.2079 or Hot5F3Rast.CDS.2612)	L-tyrosine carboxy-lyase (tyramine-forming) [c0]		(1) cpd00067[c0] + (1) cpd00069[c0] => (1) cpd00011[c0] + (1) cpd00374[c0]	(1) H+ [c0][c0] + (1) L-Tyrosine [c0][c0] => (1) CO2 [c0][c0] + (1) Tyramine [c0][c0]	0	0	0	0	1000
rxn05594_c0	>	Cytosol	(Hot5F3Rast.CDS.703_mRNA or Hot5F3Rast.CDS.703)	Isethionate transport via ABC system [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd03048[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd03048[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Isethionate [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) Isethionate [c0][c0]	0	0	0	0	1000
rxn05349_c0	=	Cytosol	(Hot5F3Rast.CDS.4485 or Hot5F3Rast.CDS.3856_mRNA or Hot5F3Rast.CDS.3856 or Hot5F3Rast.CDS.4485_mRNA)	acetyl-CoA:[acyl-carrier-protein] S-acetyltransferase [c0]		(1) cpd00022[c0] + (1) cpd11493[c0] <=> (1) cpd00010[c0] + (1) cpd11494[c0]	(1) Acetyl-CoA [c0][c0] + (1) ACP [c0][c0] <=> (1) CoA [c0][c0] + (1) Acetyl-ACP [c0][c0]	0	0	-1000	3.56042	1000
rxn00303_c0	>	Cytosol	Hot5F3Rast.CDS.2710	ATP:GTP 3'-diphosphotransferase [c0]		(1) cpd00002[c0] + (1) cpd00038[c0] => (1) cpd00018[c0] + (2) cpd00067[c0] + (1) cpd02740[c0]	(1) ATP [c0][c0] + (1) GTP [c0][c0] => (1) AMP [c0][c0] + (2) H+ [c0][c0] + (1) Guanosine 5'-triphosphate,3'-diphosphate [c0][c0]	0	0	0	0	1000
rxn05512_c0	>	Cytosol	(Hot5F3Rast.CDS.703_mRNA or Hot5F3Rast.CDS.703)	butanesulfonate transport via ABC system [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd11596[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd11596[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) butanesulfonate [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) butanesulfonate [c0][c0]	0	0	0	0	1000
rxn00799_c0	=	Cytosol	(Hot5F3Rast.CDS.1056 or Hot5F3Rast.CDS.4251 or Hot5F3Rast.CDS.1056_mRNA or Hot5F3Rast.CDS.4251_mRNA)	(S)-malate hydro-lyase (fumarate-forming) [c0]		(1) cpd00130[c0] <=> (1) cpd00001[c0] + (1) cpd00106[c0]	(1) L-Malate [c0][c0] <=> (1) H2O [c0][c0] + (1) Fumarate [c0][c0]	-2.86046	-1000	-1000	1000	1000
rxn07439_c0	=	Cytosol	(Hot5F3Rast.CDS.3056_mRNA or Hot5F3Rast.CDS.3056)	L-methionine:thioredoxin-disulfide S-oxidoreductase [L-methionine (R)-S-oxide-forming] [c0]		(1) cpd00001[c0] + (1) cpd00060[c0] + (1) cpd11420[c0] <=> (1) cpd11421[c0] + (1) cpd14720[c0]	(1) H2O [c0][c0] + (1) L-Methionine [c0][c0] + (1) trdox [c0][c0] <=> (1) trdrd [c0][c0] + (1) L-Methionine (R)-S-oxide [c0][c0]	0	0	-1000	0	1000
rxn01073_c0	>	Cytosol	(Hot5F3Rast.CDS.2199_mRNA or Hot5F3Rast.CDS.5425 or Hot5F3Rast.CDS.2830 or Hot5F3Rast.CDS.5264 or Hot5F3Rast.CDS.5425_mRNA or Hot5F3Rast.CDS.2199 or Hot5F3Rast.CDS.2830_mRNA or Hot5F3Rast.CDS.5264_mRNA)	sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00908[c0] => (1) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd00162[c0]	(1) H2O [c0][c0] + (1) Glycerophosphoethanolamine [c0][c0] => (1) H+ [c0][c0] + (1) Glycerol-3-phosphate [c0][c0] + (1) Aminoethanol [c0][c0]	0	0	0	0	1000
rxn02405_c0	>	Cytosol	(Hot5F3Rast.CDS.3066_mRNA or Hot5F3Rast.CDS.3066)	CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase [c0]		(1) cpd00052[c0] + (1) cpd00875[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02546[c0]	(1) CTP [c0][c0] + (1) KDO [c0][c0] => (1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) CMP-KDO [c0][c0]	0.0238064	0.00238064	0	0.0238064	1000
rxn00011_c0	<	Cytosol	(((Hot5F3Rast.CDS.3392_mRNA or Hot5F3Rast.CDS.3392) and (Hot5F3Rast.CDS.4445 or Hot5F3Rast.CDS.4445_mRNA) and (Hot5F3Rast.CDS.4447 or Hot5F3Rast.CDS.4447_mRNA)) or (Hot5F3Rast.CDS.4384 or Hot5F3Rast.CDS.4384_mRNA) or (Hot5F3Rast.CDS.179_mRNA or Hot5F3Rast.CDS.4383 or Hot5F3Rast.CDS.179 or Hot5F3Rast.CDS.4383_mRNA))	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating) [c0]		(1) cpd00011[c0] + (1) cpd03049[c0] <= (1) cpd00020[c0] + (1) cpd00056[c0] + (1) cpd00067[c0]	(1) CO2 [c0][c0] + (1) 2-Hydroxyethyl-ThPP [c0][c0] <= (1) Pyruvate [c0][c0] + (1) TPP [c0][c0] + (1) H+ [c0][c0]	0	-1000	-1000	0	0
rxn07430_c0	>	Cytosol	((Hot5F3Rast.CDS.856 or Hot5F3Rast.CDS.856_mRNA) and (Hot5F3Rast.CDS.855 or Hot5F3Rast.CDS.1361_mRNA or Hot5F3Rast.CDS.1361 or Hot5F3Rast.CDS.855_mRNA))	R07599 [c0]		(1) cpd00056[c0] + (1) cpd00067[c0] + (1) cpd00123[c0] => (1) cpd00011[c0] + (1) cpd14700[c0]	(1) TPP [c0][c0] + (1) H+ [c0][c0] + (1) 3-Methyl-2-oxobutanoate [c0][c0] => (1) CO2 [c0][c0] + (1) 2-Methyl-1-hydroxypropyl-TPP [c0][c0]	0	0	0	0	1000
rxn01986_c0	=	Cytosol	(Hot5F3Rast.CDS.438 or Hot5F3Rast.CDS.438_mRNA)	2-deoxy-D-ribose 1-phosphate 1,5-phosphomutase [c0]		(1) cpd00509[c0] <=> (1) cpd00510[c0]	(1) deoxyribose-1-phosphate [c0][c0] <=> (1) deoxyribose-5-phosphate [c0][c0]	0.00118741	0.000118741	-1000	49.2248	1000
rxn02200_c0	=	Cytosol	((Hot5F3Rast.CDS.4527_mRNA or Hot5F3Rast.CDS.4527) or (Hot5F3Rast.CDS.2708_mRNA or Hot5F3Rast.CDS.2708))	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase [c0]		(1) cpd00443[c0] + (1) cpd00954[c0] <=> (1) cpd00001[c0] + (1) cpd00683[c0]	(1) ABEE [c0][c0] + (1) 6-hydroxymethyl dihydropterin [c0][c0] <=> (1) H2O [c0][c0] + (1) Dihydropteroate [c0][c0]	0.00178111	-49.2245	-1000	0.00178111	1000
rxn00602_c0	<	Cytosol	Hot5F3Rast.CDS.374	(R)-Methylmalonyl-CoA CoA-carbonylmutase [c0]		(1) cpd00891[c0] <= (1) cpd00078[c0]	(1) L-methylmalonyl-CoA [c0][c0] <= (1) Succinyl-CoA [c0][c0]	0	0	-1000	0	0
rxn01069_c0	>	Cytosol	(Hot5F3Rast.CDS.1638_mRNA or Hot5F3Rast.CDS.1638)	O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming) [c0]		(1) cpd00001[c0] + (1) cpd00809[c0] => (1) cpd00009[c0] + (1) cpd00161[c0]	(1) H2O [c0][c0] + (1) O-Phospho-L-homoserine [c0][c0] => (1) Phosphate [c0][c0] + (1) L-Threonine [c0][c0]	0	0	0	0	1000
rxn05528_c0	>	Cytosol	(Hot5F3Rast.CDS.138 or Hot5F3Rast.CDS.4861 or Hot5F3Rast.CDS.444 or Hot5F3Rast.CDS.5111 or Hot5F3Rast.CDS.5123 or Hot5F3Rast.CDS.2539)	Copper-transporting ATPase [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00058[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00058[e0] + (1) cpd00067[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) Cu2+ [c0][c0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) Cu2+ [e0][e0] + (1) H+ [c0][c0]	0	0	0	24.6123	1000
rxn00791_c0	<	Cytosol	(Hot5F3Rast.CDS.4390 or Hot5F3Rast.CDS.4390_mRNA)	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase [c0]		(1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd02642[c0] <= (1) cpd00093[c0] + (1) cpd00103[c0]	(1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) N-5-phosphoribosyl-anthranilate [c0][c0] <= (1) Anthranilate [c0][c0] + (1) PRPP [c0][c0]	-0.0169045	-5.76457	-1000	-0.00169045	0
rxn00702_c0	>	Cytosol	(Hot5F3Rast.CDS.998_mRNA or Hot5F3Rast.CDS.998)	CTP:alpha-D-glucose-1-phosphate cytidylyltransferase [c0]		(1) cpd00052[c0] + (1) cpd00089[c0] => (1) cpd00012[c0] + (1) cpd00390[c0]	(1) CTP [c0][c0] + (1) Glucose-1-phosphate [c0][c0] => (1) PPi [c0][c0] + (1) CDP-glucose [c0][c0]	0	0	0	0	1000
rxn03150_c0	>	Cytosol	(Hot5F3Rast.CDS.3598_mRNA or Hot5F3Rast.CDS.3598)	R04594 [c0]		(1) cpd00001[c0] + (1) cpd02904[c0] => (1) cpd00009[c0] + (1) cpd03423[c0]	(1) H2O [c0][c0] + (1) alpha-Ribazole 5'-phosphate [c0][c0] => (1) Phosphate [c0][c0] + (1) alpha-Ribazole [c0][c0]	0.000593704	5.93704e-05	0	0.000593704	1000
rxn00065_c0	>	Cytosol	(Hot5F3Rast.CDS.3071_mRNA or Hot5F3Rast.CDS.2908 or Hot5F3Rast.CDS.3071)	ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming) [c0]		(1) cpd00002[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00446[c0]	(1) ATP [c0][c0] => (1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) cAMP [c0][c0]	0	0	0	0	1000
rxn01827_c0	>	Cytosol	(Hot5F3Rast.CDS.3499_mRNA or Hot5F3Rast.CDS.5060_mRNA or Hot5F3Rast.CDS.5060 or Hot5F3Rast.CDS.3499)	4-Hydroxyphenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating) [c0]		(1) cpd00007[c0] + (1) cpd00868[c0] => (1) cpd00011[c0] + (1) cpd00426[c0]	(1) O2 [c0][c0] + (1) p-hydroxyphenylpyruvate [c0][c0] => (1) CO2 [c0][c0] + (1) Homogentisate [c0][c0]	0	0	0	3.26351	1000
rxn01672_c0	>	Cytosol	(Hot5F3Rast.CDS.4232_mRNA or Hot5F3Rast.CDS.4232)	dCTP aminohydrolase [c0]		(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00356[c0] => (1) cpd00013[c0] + (1) cpd00358[c0]	(1) H2O [c0][c0] + (1) H+ [c0][c0] + (1) dCTP [c0][c0] => (1) NH3 [c0][c0] + (1) dUTP [c0][c0]	0.00351978	0	0	16.4086	1000
rxn05181_c0	>	Cytosol	(Hot5F3Rast.CDS.5573 and (Hot5F3Rast.CDS.5574 or Hot5F3Rast.CDS.5240) and Hot5F3Rast.CDS.5241)	Glycine betaine transport via ABC system [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00540[e0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd00540[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) BET [e0][e0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) H+ [c0][c0] + (1) BET [c0][c0]	0	0	0	0	1000
rxn05312_c0	<	Cytosol	(Hot5F3Rast.CDS.4953 or Hot5F3Rast.CDS.4953_mRNA)	Inorganic phosphate transporter [c0]		(1) cpd00009[e0] + (1) cpd00067[e0] <= (1) cpd00009[c0] + (1) cpd00067[c0]	(1) Phosphate [e0][e0] + (1) H+ [e0][e0] <= (1) Phosphate [c0][c0] + (1) H+ [c0][c0]	0	-98.4493	-1000	0	0
rxn08975_c0	>	Cytosol	((Hot5F3Rast.CDS.2093_mRNA or Hot5F3Rast.CDS.2093) or (Hot5F3Rast.CDS.2951_mRNA or Hot5F3Rast.CDS.2951) or (Hot5F3Rast.CDS.2928 or Hot5F3Rast.CDS.2928_mRNA) or (Hot5F3Rast.CDS.1816 or Hot5F3Rast.CDS.1816_mRNA))	dihydronicotinamide adenine dinucleotide-coenzyme Q reductase [c0]		(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd15560[c0] => (1) cpd00003[c0] + (1) cpd15561[c0]	(1) NADH [c0][c0] + (1) H+ [c0][c0] + (1) Ubiquinone-8 [c0][c0] => (1) NAD [c0][c0] + (1) Ubiquinol-8 [c0][c0]	0	0	0	32.7188	1000
rxn01646_c0	=	Cytosol	(Hot5F3Rast.CDS.3207_mRNA or Hot5F3Rast.CDS.3207)	N-Ribosylnicotinamide:orthophosphate ribosyltransferase [c0]		(1) cpd00009[c0] + (1) cpd02016[c0] <=> (1) cpd00067[c0] + (1) cpd00133[c0] + (1) cpd00475[c0]	(1) Phosphate [c0][c0] + (1) N-Ribosylnicotinamide [c0][c0] <=> (1) H+ [c0][c0] + (1) Nicotinamide [c0][c0] + (1) Ribose 1-phosphate [c0][c0]	0	0	-1000	49.2246	1000
rxn00105_c0	>	Cytosol	(Hot5F3Rast.CDS.3239 or Hot5F3Rast.CDS.3239_mRNA)	ATP:nicotinamide-nucleotide adenylyltransferase [c0]		(1) cpd00002[c0] + (1) cpd00355[c0] => (1) cpd00003[c0] + (1) cpd00012[c0]	(1) ATP [c0][c0] + (1) Nicotinamide ribonucleotide [c0][c0] => (1) NAD [c0][c0] + (1) PPi [c0][c0]	0.00118741	0	0	49.2248	1000
rxn08981_c0	>	Cytosol	(Hot5F3Rast.CDS.2389_mRNA or Hot5F3Rast.CDS.2389)	nicotinic acid mononucleotide pyrophosphorylase [c0]		(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd00103[c0] + (1) cpd00218[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd00873[c0]	(1) H2O [c0][c0] + (1) ATP [c0][c0] + (1) PRPP [c0][c0] + (1) Niacin [c0][c0] => (1) ADP [c0][c0] + (1) Phosphate [c0][c0] + (1) PPi [c0][c0] + (1) H+ [c0][c0] + (1) Nicotinate ribonucleotide [c0][c0]	0	0	0	49.2246	1000
rxn03243_c0	<	Cytosol	(Hot5F3Rast.CDS.1275 or Hot5F3Rast.CDS.2403 or Hot5F3Rast.CDS.2935 or Hot5F3Rast.CDS.5106 or Hot5F3Rast.CDS.1938 or Hot5F3Rast.CDS.2912 or Hot5F3Rast.CDS.1275_mRNA or Hot5F3Rast.CDS.859 or Hot5F3Rast.CDS.757)	Decanoyl-CoA:acetyl-CoA C-acyltransferase [c0]		(1) cpd00022[c0] + (1) cpd03128[c0] <= (1) cpd00010[c0] + (1) cpd03117[c0]	(1) Acetyl-CoA [c0][c0] + (1) Decanoyl-CoA [c0][c0] <= (1) CoA [c0][c0] + (1) 3-Oxododecanoyl-CoA [c0][c0]	0	-3.5471	-1000	0	0
